MS.SubClass,MS.Zoning,Lot.Frontage,Lot.Area,Lot.Shape,Land.Contour,Lot.Config,Land.Slope,Neighborhood,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Roof.Style,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Garage.Type,Garage.Finish,Garage.Cars,Garage.Area,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Fence,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,SalePrice,Condition,HasShed,HasAlley,Exterior,Garage_Quality,Exterior_Quality,Garage.Age,Remod.Age,House.Age
20,FV,85.0,9187.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,9,5,Gable,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121.0,Unf,0.0,645.0,1766.0,Ex,Y,SBrkr,1766.0,0.0,0.0,1766.0,1.0,0.0,2.0,1.0,2.0,1.0,Ex,7.0,Typ,1.0,Attchd,Fin,3.0,478.0,Y,195.0,130.0,0.0,0.0,0.0,0.0,NoFence,0.0,10.0,2009.0,New,Partial,5.569231072309533,Norm,False,False,CemntBd,TA_TA,Ex_TA,0.0,0.0,0.0
20,FV,75.0,7500.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,8,5,Gable,Stone,238.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1348.0,1372.0,Ex,Y,SBrkr,1448.0,0.0,0.0,1448.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Attchd,RFn,2.0,692.0,Y,0.0,140.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2009.0,GroupedWD,Normal,5.377488383376133,Norm,False,False,VinylSd,TA_TA,Gd_TA,3.0,2.0,3.0
60,FV,85.0,11003.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,10,5,Gable,Stone,160.0,Ex,TA,PConc,Ex,TA,Av,GLQ,765.0,Unf,0.0,252.0,1017.0,Ex,Y,SBrkr,1026.0,981.0,0.0,2007.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,10.0,Typ,1.0,Attchd,Fin,3.0,812.0,Y,168.0,52.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2009.0,GroupedWD,Normal,5.491361693834273,Norm,False,False,VinylSd,TA_TA,Ex_TA,1.0,1.0,1.0
60,FV,84.0,10603.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,5,Hip,Stone,121.0,Gd,TA,PConc,Ex,Gd,No,GLQ,682.0,Unf,0.0,218.0,900.0,Ex,Y,SBrkr,909.0,886.0,0.0,1795.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Attchd,Fin,3.0,782.0,Y,168.0,45.0,0.0,0.0,0.0,0.0,NoFence,0.0,7.0,2009.0,GroupedWD,Normal,5.431363764158987,Norm,False,False,VinylSd,TA_TA,Gd_TA,3.0,3.0,3.0
60,FV,85.0,10574.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1082.0,1082.0,Ex,Y,SBrkr,1082.0,871.0,0.0,1953.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,Attchd,RFn,3.0,1043.0,Y,160.0,50.0,0.0,0.0,0.0,0.0,NoFence,0.0,5.0,2009.0,GroupedWD,Normal,5.401400540781544,Norm,False,False,VinylSd,TA_TA,Gd_TA,4.0,3.0,4.0
60,FV,65.0,8125.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,5,Gable,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812.0,Unf,0.0,280.0,1092.0,Ex,Y,SBrkr,1112.0,438.0,0.0,1550.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,Typ,0.0,Attchd,Fin,2.0,438.0,Y,0.0,168.0,0.0,0.0,0.0,0.0,NoFence,0.0,10.0,2009.0,GroupedWD,Normal,5.382017042574868,Norm,False,False,CemntBd,TA_TA,Gd_TA,2.0,2.0,3.0
20,FV,65.0,8125.0,Reg,Lvl,Corner,Gtl,Somerst,1Fam,1Story,8,5,Hip,BrkFace,288.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1836.0,1836.0,Ex,Y,SBrkr,1836.0,0.0,0.0,1836.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,8.0,Typ,1.0,Attchd,Fin,2.0,517.0,Y,0.0,175.0,0.0,0.0,0.0,0.0,NoFence,0.0,10.0,2009.0,New,Partial,5.422425676371205,Norm,False,False,VinylSd,TA_TA,Gd_TA,0.0,0.0,1.0
20,FV,85.0,10625.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1430.0,Unf,0.0,222.0,1652.0,Ex,Y,SBrkr,1662.0,0.0,0.0,1662.0,1.0,0.0,2.0,0.0,3.0,1.0,Ex,8.0,Typ,1.0,Attchd,RFn,3.0,711.0,Y,168.0,120.0,0.0,0.0,0.0,0.0,NoFence,0.0,3.0,2009.0,GroupedWD,Normal,5.463892988985907,Norm,False,False,VinylSd,TA_TA,Gd_TA,3.0,2.0,3.0
60,FV,75.0,9375.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,Ex,Y,SBrkr,912.0,1182.0,0.0,2094.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,BuiltIn,Fin,2.0,615.0,Y,182.0,182.0,0.0,0.0,0.0,0.0,NoFence,0.0,11.0,2009.0,GroupedWD,Normal,5.419955748489758,Norm,False,False,VinylSd,TA_TA,Gd_TA,6.0,5.0,6.0
20,FV,62.0,7500.0,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,0.0,811.0,1221.0,Ex,Y,SBrkr,1221.0,0.0,0.0,1221.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,Attchd,RFn,2.0,400.0,Y,0.0,113.0,0.0,0.0,0.0,0.0,NoFence,0.0,10.0,2009.0,GroupedWD,Normal,5.267171728403014,Norm,False,True,VinylSd,TA_TA,Gd_TA,5.0,4.0,5.0
20,FV,68.0,8736.0,IR1,Lvl,Inside,Gtl,Somerst,1Fam,1Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,771.0,ALQ,360.0,422.0,1553.0,Ex,Y,SBrkr,1553.0,0.0,0.0,1553.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,RFn,2.0,588.0,Y,192.0,88.0,0.0,0.0,0.0,0.0,NoFence,0.0,8.0,2009.0,GroupedWD,Normal,5.370142847051102,Norm,False,False,VinylSd,TA_TA,Gd_TA,6.0,5.0,6.0
60,FV,65.0,8127.0,IR1,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,0.0,402.0,812.0,Ex,Y,SBrkr,812.0,841.0,0.0,1653.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,RFn,2.0,628.0,Y,0.0,45.0,0.0,0.0,0.0,0.0,NoFence,0.0,3.0,2009.0,GroupedWD,Normal,5.320146286111054,Norm,False,False,VinylSd,TA_TA,Gd_TA,6.0,6.0,6.0
20,RL,80.0,9605.0,Reg,Lvl,Corner,Gtl,SawyerW,1Fam,1Story,7,6,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1218.0,1218.0,Ex,Y,SBrkr,1218.0,0.0,0.0,1218.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,Detchd,RFn,2.0,576.0,Y,0.0,178.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2009.0,GroupedWD,Normal,5.201397124320452,Norm,False,False,VinylSd,TA_TA,Gd_TA,2.0,2.0,2.0
20,RL,63.0,7500.0,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,Gd,No,GLQ,54.0,Unf,0.0,1087.0,1141.0,Ex,Y,SBrkr,1141.0,0.0,0.0,1141.0,1.0,0.0,1.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,Detchd,RFn,2.0,484.0,Y,182.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2009.0,GroupedWD,Normal,5.181843587944773,Norm,False,False,VinylSd,TA_TA,Gd_TA,3.0,3.0,3.0
60,RL,96.0,10628.0,IR1,Lvl,Corner,Gtl,SawyerW,1Fam,2Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,835.0,835.0,Ex,Y,SBrkr,871.0,941.0,0.0,1812.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,0.0,BuiltIn,RFn,2.0,478.0,Y,146.0,91.0,0.0,0.0,0.0,0.0,NoFence,0.0,1.0,2009.0,GroupedWD,Normal,5.285557309007774,Norm,False,False,VinylSd,TA_TA,Gd_TA,5.0,5.0,5.0
20,RL,76.0,10141.0,IR1,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,8,5,Gable,BrkFace,264.0,Gd,TA,PConc,Gd,TA,Gd,BLQ,516.0,Rec,774.0,222.0,1512.0,Ex,Y,SBrkr,1512.0,0.0,0.0,1512.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,RFn,3.0,845.0,Y,210.0,36.0,0.0,0.0,0.0,0.0,NoFence,0.0,1.0,2009.0,GroupedWD,Normal,5.307496037913213,Norm,False,False,VinylSd,TA_TA,Gd_TA,5.0,5.0,5.0
20,RL,67.0,10083.0,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,343.0,1176.0,Ex,Y,SBrkr,1200.0,0.0,0.0,1200.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,Attchd,RFn,2.0,555.0,Y,0.0,41.0,0.0,0.0,0.0,0.0,NoFence,0.0,8.0,2009.0,GroupedWD,Normal,5.266936911159173,Norm,False,False,VinylSd,TA_TA,Gd_TA,6.0,6.0,6.0
20,RL,63.0,13072.0,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1114.0,1114.0,Ex,Y,SBrkr,1114.0,0.0,0.0,1114.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,Detchd,Unf,2.0,576.0,Y,248.0,102.0,0.0,0.0,0.0,0.0,NoFence,0.0,5.0,2009.0,GroupedWD,Normal,5.201397124320452,Railroad,False,False,VinylSd,TA_TA,Gd_TA,4.0,4.0,5.0
20,RL,60.0,12450.0,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,5,5,Gable,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,836.0,Unf,0.0,278.0,1114.0,Ex,Y,SBrkr,1114.0,0.0,0.0,1114.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Detchd,Unf,2.0,576.0,Y,0.0,42.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2009.0,GroupedWD,Normal,5.184691430817598,Railroad,False,False,VinylSd,TA_TA,TA_TA,5.0,5.0,6.0
20,RL,61.0,7328.0,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,7,5,Gable,BrkFace,140.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1450.0,1450.0,Ex,Y,SBrkr,1450.0,0.0,0.0,1450.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,Attchd,RFn,3.0,788.0,Y,0.0,93.0,0.0,0.0,0.0,0.0,NoFence,0.0,2.0,2009.0,New,Partial,5.350718894932084,Norm,False,False,VinylSd,TA_TA,Gd_TA,1.0,0.0,1.0
60,RL,43.0,11492.0,IR1,Lvl,CulDSac,Gtl,SawyerW,1Fam,2Story,7,5,Gable,BrkFace,132.0,Gd,TA,PConc,Gd,TA,No,GLQ,637.0,Unf,0.0,276.0,913.0,Ex,Y,SBrkr,913.0,1209.0,0.0,2122.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,Attchd,RFn,2.0,559.0,Y,0.0,74.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2009.0,GroupedWD,Normal,5.342422680822207,Norm,False,False,VinylSd,TA_TA,Gd_TA,12.0,12.0,13.0
20,RL,88.0,10994.0,IR1,Lvl,Corner,Gtl,SawyerW,1Fam,1Story,8,5,Gable,Stone,366.0,Gd,TA,PConc,Gd,Gd,No,GLQ,976.0,Unf,0.0,868.0,1844.0,Ex,Y,SBrkr,1844.0,0.0,0.0,1844.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,Typ,1.0,Attchd,Fin,2.0,620.0,Y,165.0,44.0,0.0,0.0,0.0,0.0,NoFence,0.0,9.0,2009.0,Other,Abnorml,5.409933123331294,Norm,False,False,VinylSd,TA_TA,Gd_TA,4.0,3.0,4.0
20,RL,65.0,8529.0,IR1,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20.0,Unf,0.0,1434.0,1454.0,Ex,Y,SBrkr,1434.0,0.0,0.0,1434.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Attchd,RFn,2.0,527.0,Y,290.0,39.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2009.0,GroupedWD,Normal,5.276461804173244,Norm,False,False,VinylSd,TA_TA,Gd_TA,8.0,8.0,8.0
60,RL,70.0,7703.0,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,6,6,Gable,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,52.0,Rec,364.0,400.0,816.0,Ex,Y,SBrkr,833.0,897.0,0.0,1730.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,RFn,2.0,528.0,Y,0.0,91.0,0.0,0.0,168.0,0.0,NoFence,0.0,11.0,2009.0,GroupedWD,Normal,5.2342641243787895,Norm,False,False,HdBoard,TA_TA,Gd_Gd,17.0,17.0,17.0
160,RL,75.0,10762.0,Reg,Lvl,Corner,Gtl,SawyerW,TwnhsE,2Story,6,6,Gable,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,626.0,626.0,TA,Y,SBrkr,626.0,591.0,0.0,1217.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,Attchd,RFn,1.0,288.0,Y,0.0,28.0,0.0,0.0,0.0,0.0,NoFence,0.0,4.0,2009.0,GroupedWD,Normal,5.079181246047625,Norm,False,False,Plywood,TA_TA,TA_TA,29.0,29.0,29.0
120,RL,50.0,7175.0,Reg,Lvl,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1332.0,1332.0,Gd,Y,SBrkr,1332.0,0.0,0.0,1332.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,Attchd,RFn,2.0,542.0,Y,0.0,60.0,0.0,0.0,0.0,0.0,NoFence,0.0,2.0,2009.0,GroupedWD,Normal,5.161368002234975,Norm,False,False,Plywood,TA_TA,Gd_TA,19.0,18.0,19.0
60,RL,70.0,9109.0,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,2Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,36.0,GLQ,596.0,122.0,754.0,Ex,Y,SBrkr,754.0,786.0,0.0,1540.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,RFn,2.0,495.0,Y,140.0,32.0,0.0,0.0,0.0,0.0,NoFence,0.0,10.0,2009.0,GroupedWD,Normal,5.264817823009537,Railroad,False,False,VinylSd,TA_TA,Gd_TA,15.0,15.0,15.0
60,RL,68.0,10274.0,IR1,Lvl,CulDSac,Gtl,SawyerW,1Fam,2Story,6,7,Gable,BrkFace,141.0,TA,Gd,CBlock,Gd,TA,No,Rec,331.0,Unf,0.0,345.0,676.0,TA,Y,SBrkr,698.0,702.0,0.0,1400.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,RFn,2.0,465.0,Y,0.0,48.0,0.0,0.0,0.0,0.0,NoFence,0.0,7.0,2009.0,GroupedWD,Normal,5.209515014542631,Norm,False,False,VinylSd,TA_TA,TA_Gd,23.0,23.0,23.0
90,RL,75.0,8250.0,Reg,Lvl,Inside,Gtl,SawyerW,Duplex,2Story,6,7,Gable,None,0.0,TA,TA,Other,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,TA,Y,SBrkr,964.0,918.0,0.0,1882.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,2.0,Attchd,Unf,2.0,612.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,5.0,2009.0,GroupedWD,Normal,5.204119982655925,Norm,False,False,Wd Sdng,TA_TA,TA_TA,28.0,28.0,28.0
20,RH,60.0,8400.0,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,4,4,Gable,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,721.0,721.0,Gd,Y,SBrkr,841.0,0.0,0.0,841.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,CarPort,Unf,1.0,294.0,N,250.0,0.0,24.0,0.0,0.0,0.0,NoFence,0.0,9.0,2009.0,GroupedWD,Normal,4.913813852383717,Roads,False,False,Wd Sdng,TA_TA,Fa_Fa,59.0,59.0,59.0
Other,RH,60.0,9000.0,Reg,Lvl,Corner,Gtl,SawyerW,1Fam,1.5Unf,6,3,Gable,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,784.0,784.0,TA,N,FuseA,784.0,0.0,0.0,784.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Detchd,Unf,2.0,360.0,N,0.0,0.0,91.0,0.0,0.0,0.0,NoFence,0.0,10.0,2009.0,GroupedWD,Normal,4.880813592280791,Norm,False,False,Wd Sdng,Fa_Fa,TA_TA,59.0,59.0,81.0
20,RL,63.0,9750.0,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,Hip,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,68.0,BLQ,884.0,28.0,980.0,Gd,Y,SBrkr,980.0,0.0,0.0,980.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Detchd,Unf,2.0,400.0,Y,0.0,28.0,0.0,0.0,0.0,0.0,MnPrv,0.0,11.0,2009.0,GroupedWD,Normal,5.041392685158225,Norm,False,False,HdBoard,TA_TA,TA_TA,40.0,47.0,47.0
20,RL,71.0,7064.0,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,6,Gable,BrkFace,153.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,Unf,0.0,420.0,980.0,TA,Y,SBrkr,980.0,0.0,0.0,980.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Detchd,Unf,2.0,484.0,Y,192.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,7.0,2009.0,GroupedWD,Normal,5.1303337684950066,Norm,False,False,Plywood,TA_TA,TA_TA,23.0,32.0,32.0
20,RL,68.0,8499.0,IR1,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,6,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,660.0,Unf,0.0,204.0,864.0,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Detchd,Unf,2.0,732.0,Y,0.0,312.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2009.0,GroupedWD,Normal,5.14921911265538,Roads,False,False,MetalSd,TA_TA,TA_TA,27.0,48.0,48.0
20,RL,68.0,9079.0,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,864.0,Unf,0.0,0.0,864.0,TA,Y,SBrkr,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Attchd,Unf,1.0,440.0,Y,158.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,7.0,2009.0,GroupedWD,Normal,5.086359830674748,Norm,False,False,Wd Sdng,TA_TA,TA_TA,48.0,48.0,48.0
20,RL,68.0,9316.0,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,544.0,Unf,0.0,480.0,1024.0,Gd,Y,SBrkr,1020.0,0.0,0.0,1020.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Attchd,Unf,1.0,288.0,Y,171.0,0.0,0.0,0.0,0.0,0.0,MnPrv,0.0,5.0,2009.0,Other,Family,5.09377178149873,Norm,False,False,HdBoard,TA_TA,TA_TA,44.0,44.0,44.0
20,RL,68.0,7791.0,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,8,Gable,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,624.0,Unf,0.0,288.0,912.0,Ex,Y,SBrkr,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,RFn,1.0,300.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,GdWo,0.0,10.0,2009.0,GroupedWD,Normal,5.110589710299249,Railroad,False,False,Plywood,TA_TA,Gd_Gd,46.0,14.0,46.0
20,RL,80.0,10000.0,Reg,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,6,Hip,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Unf,0.0,270.0,864.0,Ex,Y,SBrkr,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Attchd,RFn,1.0,264.0,Y,165.0,0.0,0.0,0.0,0.0,0.0,GdWo,400.0,3.0,2009.0,GroupedWD,Normal,5.118595365223762,Roads,True,False,HdBoard,TA_TA,TA_TA,48.0,26.0,48.0
20,RL,60.0,8281.0,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,Gable,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553.0,BLQ,311.0,0.0,864.0,Gd,Y,SBrkr,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Detchd,Unf,1.0,360.0,Y,0.0,0.0,236.0,0.0,0.0,0.0,GdWo,0.0,12.0,2009.0,GroupedWD,Normal,4.7950662561556125,Norm,False,False,MetalSd,TA_TA,TA_TA,44.0,44.0,44.0
20,RL,65.0,7150.0,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,6,Gable,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,LwQ,140.0,BLQ,590.0,182.0,912.0,Gd,Y,SBrkr,912.0,0.0,0.0,912.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,Unf,1.0,252.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoFence,0.0,10.0,2009.0,GroupedWD,Normal,5.089905111439398,Roads,False,False,VinylSd,TA_TA,TA_TA,47.0,47.0,47.0
20,RL,68.0,15676.0,IR1,Low,Inside,Gtl,Veenker,1Fam,1Story,8,8,Gable,BrkFace,115.0,Gd,Gd,CBlock,Gd,Gd,Gd,ALQ,1733.0,Rec,92.0,189.0,2014.0,Gd,Y,SBrkr,2014.0,0.0,0.0,2014.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Maj1,2.0,Attchd,RFn,3.0,864.0,Y,462.0,0.0,0.0,255.0,0.0,0.0,MnPrv,0.0,4.0,2009.0,GroupedWD,Normal,5.439332693830263,Norm,False,False,VinylSd,TA_TA,Gd_Gd,29.0,29.0,29.0
60,RL,68.0,11949.0,Reg,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,7,8,Gable,BrkFace,196.0,Gd,Gd,PConc,Gd,TA,No,GLQ,601.0,ALQ,216.0,158.0,975.0,Ex,Y,SBrkr,975.0,780.0,0.0,1755.0,0.0,1.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Attchd,Unf,2.0,524.0,Y,502.0,60.0,0.0,0.0,0.0,0.0,GdPrv,0.0,7.0,2009.0,GroupedWD,Normal,5.371067862271736,Norm,False,False,VinylSd,TA_TA,Gd_Gd,18.0,1.0,18.0
160,FV,32.0,2880.0,Reg,Lvl,Inside,Gtl,Somerst,Twnhs,2Story,7,5,Gable,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1376.0,1376.0,Ex,Y,SBrkr,1376.0,1629.0,0.0,3005.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Mod,1.0,BuiltIn,Fin,3.0,704.0,Y,0.0,177.0,0.0,0.0,0.0,0.0,NoFence,0.0,7.0,2009.0,GroupedWD,Normal,5.448319764933496,Norm,False,True,MetalSd,TA_TA,Gd_TA,5.0,4.0,5.0
160,FV,40.0,3951.0,Reg,Lvl,Corner,Gtl,Somerst,TwnhsE,2Story,6,5,Gable,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,612.0,612.0,Ex,Y,SBrkr,612.0,612.0,0.0,1224.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,4.0,Typ,0.0,Detchd,RFn,2.0,528.0,Y,0.0,234.0,0.0,0.0,0.0,0.0,NoFence,0.0,6.0,2009.0,New,Partial,5.216165902285993,Norm,False,True,VinylSd,TA_TA,Gd_TA,0.0,0.0,0.0
